matchid,teamid,win,kda,totdmgdealt,totdmgtochamp,totdmgtaken,goldearned,goldspent,totminionskilled,neutralminionskilled,champlvl,firstblood,firsttower,firstinhib,firstbaron,firstdragon,firstharry,towerkills,inhibkills,baronkills,dragonkills,harrykills,duration
137120,200,0.0,2.2267787114845943,143805.6,25528.8,27702.6,14577.4,13850.0,147.0,20.6,16.4,1,1,1,1,0,0,6,1,2,1,0,2320
137121,100,0.0,1.653333333333333,135070.2,19203.4,29385.6,12789.2,12435.0,148.4,17.8,15.2,1,1,1,0,1,0,7,1,0,3,0,2191
137121,200,1.0,4.4129201680672265,167624.2,23075.6,28241.6,14744.8,12696.6,146.0,39.2,17.6,0,0,0,1,0,0,7,1,2,2,0,2191
137122,100,1.0,2.1197364953886693,232270.2,37855.8,44811.0,19054.0,17638.6,204.0,30.2,18.0,1,1,0,0,1,1,9,1,1,3,1,2758
137122,200,0.0,2.661025641025641,185157.4,37610.2,44693.8,17067.4,18841.0,156.4,35.8,18.0,0,0,1,1,0,0,7,1,1,1,0,2758
137123,100,0.0,1.092857142857143,133721.8,14888.0,24554.0,11843.6,11675.0,160.2,26.8,15.2,0,1,0,0,0,0,3,0,0,2,0,2122
137123,200,1.0,4.425070028011204,151121.8,20026.6,20428.6,14336.4,13055.0,147.6,24.8,16.6,1,0,1,1,1,0,10,1,1,2,0,2122
137124,100,1.0,1.9972727272727275,141332.0,21442.6,25187.4,13577.0,12372.6,120.8,34.6,15.4,0,1,1,1,1,0,10,2,1,3,0,1829
137124,200,0.0,2.0789743589743592,95745.4,17665.4,24146.2,10875.2,10532.0,121.2,12.2,14.8,1,0,0,0,0,0,3,0,0,0,0,1829
137125,100,1.0,3.73,93104.0,8139.8,13379.0,10194.2,8540.0,110.6,18.8,13.8,1,1,1,1,1,0,9,2,1,2,0,1549
137125,200,0.0,1.8904761904761904,84923.6,9054.2,12065.0,7921.0,7160.0,110.0,25.4,12.6,0,0,0,0,0,0,1,0,0,0,0,1549
137126,100,0.0,1.4777777777777774,114924.0,17519.8,28924.2,11486.4,10632.0,135.2,20.8,14.6,0,0,0,0,1,0,3,0,0,1,0,1922
137126,200,1.0,2.8340909090909085,130592.8,23383.6,23510.4,12923.0,12272.6,126.2,25.0,15.6,1,1,1,1,0,0,7,1,1,2,0,1922
137127,100,1.0,2.57,88644.8,11374.0,16416.6,10020.6,8395.0,97.0,18.4,13.2,0,1,1,1,1,0,10,2,1,3,0,1609
137127,200,0.0,1.1444444444444444,79601.8,11328.6,17340.6,8078.6,6752.0,92.2,19.8,11.4,1,0,0,0,0,0,1,0,0,0,0,1609
137128,100,1.0,2.75,129338.0,20344.6,21652.2,13953.6,11882.0,139.2,21.0,15.6,1,1,1,1,0,0,10,2,1,2,0,1896
137128,200,0.0,1.9111111111111108,94134.4,14733.2,23855.2,10314.8,9769.2,117.8,16.2,14.2,0,0,0,0,1,1,1,0,0,2,1,1896
137129,100,1.0,3.6542857142857135,226077.6,35977.4,40196.6,19243.4,18130.6,179.4,55.0,18.0,0,0,1,1,0,0,10,2,2,2,0,3013
137129,200,0.0,4.2110769230769245,200216.6,30828.8,43233.8,18177.8,16715.0,184.4,31.6,18.0,1,1,0,0,1,0,5,0,1,3,0,3013
137130,100,0.0,1.710822510822511,122946.2,20108.0,27222.6,11219.2,10805.6,147.0,21.8,14.8,0,0,0,0,0,0,3,0,0,0,0,2142
137130,200,1.0,3.2884848484848486,145923.2,20955.2,26347.8,13703.8,11971.6,145.8,19.6,15.6,1,1,1,1,1,0,10,3,1,3,0,2142
137131,100,0.0,2.474848484848485,168505.2,23932.2,35645.0,14187.6,13985.0,167.2,31.4,16.2,1,1,1,0,1,0,6,1,0,4,0,2453
137131,200,1.0,2.9766666666666666,163029.4,27399.0,32092.8,15160.4,13694.0,155.0,33.4,17.6,0,0,0,1,0,0,6,1,1,1,0,2453
137132,100,0.0,0.8166666666666667,37591.4,6964.2,10536.4,5482.6,4450.0,66.8,7.6,9.6,0,0,0,0,0,0,0,0,0,0,0,1226
137132,200,1.0,3.1,77404.2,8942.0,11909.8,8840.2,7717.0,91.8,19.0,11.6,1,1,1,0,1,1,8,1,0,1,1,1226
137133,100,0.0,2.177777777777778,99786.8,15631.4,27219.2,10716.2,10596.6,120.2,18.6,14.6,0,0,0,0,0,0,2,0,0,0,0,1934
137133,200,1.0,2.5027777777777778,136830.8,22798.6,20801.6,13842.6,12090.6,129.4,30.8,16.0,1,1,1,1,1,0,11,3,1,3,0,1934
137134,100,0.0,1.34025974025974,105819.4,20814.4,29284.4,11204.4,10486.6,117.8,19.2,15.2,1,0,0,0,0,0,1,0,0,0,0,2027
137134,200,1.0,2.2525641025641026,155373.8,24336.4,28658.8,14593.4,12765.0,160.6,19.8,16.4,0,1,1,0,1,0,11,1,0,3,0,2027
137135,100,1.0,3.1039682539682536,106854.2,19238.4,22776.4,12537.4,10521.6,97.4,27.6,14.4,1,1,1,1,1,0,11,3,1,2,0,1669
137135,200,0.0,1.6388888888888888,85376.2,15375.8,24716.0,9281.8,8791.6,110.8,13.6,13.0,0,0,0,0,0,0,1,0,0,0,0,1669
137136,100,1.0,3.4914285714285715,168850.6,28172.8,31637.6,13783.0,11995.0,149.2,28.2,16.2,0,1,1,1,1,0,10,2,1,3,0,1971
137136,200,0.0,4.406666666666667,105641.8,22327.0,32176.0,10626.6,9946.0,122.6,18.8,14.8,1,0,0,0,0,0,1,0,0,0,0,1971
137137,100,0.0,1.6133333333333333,75237.4,8258.4,17102.2,8116.6,7596.6,111.6,16.6,12.6,0,0,0,0,0,0,0,0,0,0,0,1593
137137,200,1.0,1.2,121127.6,13296.6,13261.6,11305.8,9040.0,134.8,21.0,14.2,1,1,1,0,1,0,10,2,0,2,0,1593
137138,100,0.0,1.9003174603174604,179417.6,37379.4,50712.4,18534.6,18108.0,162.8,21.6,18.0,0,0,0,1,0,0,8,1,2,4,0,2839
